ENSELUG00000008701	110491501	110499128	0
ENSELUG00000014924	110500666	110531808	0
ENSELUG00000011754	110499546	110502809	0
ENSELUG00000002230	110490481	110499986	0
ENSELUG00000002546	110488806	110505011	0
ENSELUG00000003774	110525933	110536310	0
ENSELUG00000016102	110499244	110502957	0
ENSELUG00000009728	110494455	110527993	0
ENSELUG00000019878	110486662	110538622	0
ENSELUG00000002927	110489374	110496519	0
ENSELUG00000006143	110491441	110499039	0
ENSELUG00000000695	110499221	110502939	0
ENSELUG00000006552	110533731	110537387	0
ENSELUG00000007350	110488088	110496697	0
ENSELUG00000007876	110521557	110524426	0
ENSELUG00000009480	110503671	110507071	0
ENSELUG00000013169	110521531	110524393	0
ENSELUG00000003146	110525353	110535758	0
ENSELUG00000019089	110486267	110538202	0
ENSELUG00000006156	110492890	110521350	0
ENSELUG00000007241	110492005	110516183	0
ENSELUG00000014490	110508611	110536674	0
ENSELUG00000010572	110500761	110531917	0
ENSELUG00000020231	110502279	110526449	0
ENSELUG00000002074	110490903	110535454	0
ENSELUG00000008592	110494034	110528431	0
ENSELUG00000012539	110489631	110516493	0
ENSELUG00000022117	110508590	110530474	0
ENSELUG00000006340	110503826	110507113	0
ENSELUG00000005547	110490368	110500114	0
ENSELUG00000005689	110490363	110500116	0
ENSELUG00000017257	110486074	110493771	0
ENSELUG00000007598	110496049	110514094	0
ENSELUG00000002023	110525486	110535852	0
ENSELUG00000005965	110510217	110534206	0
ENSELUG00000006142	100136621	110527938	0
ENSELUG00000000473	110487797	110515267	0
ENSELUG00000008015	110523967	110536954	0
ENSELUG00000012774	110493932	110528513	0
ENSELUG00000008554	110489944	110535621	0
ENSELUG00000022566	110488874	110505071	0
ENSELUG00000009220	110503239	110507232	0
ENSELUG00000019554	110503981	110507800	0
ENSELUG00000012339	110490209	110500257	0
ENSELUG00000011149	110509742	110522888	0
ENSELUG00000013991	110488554	110504769	0
ENSELUG00000014303	110502413	110528057	0
ENSELUG00000008765	110519747	110531340	0
ENSELUG00000000546	110508670	110530384	0
ENSELUG00000005771	110487637	110496106	0
ENSELUG00000012622	100136307	110523562	0
ENSELUG00000021906	110502566	110524216	0
ENSELUG00000011402	110503619	110507502	0
ENSELUG00000011448	110486028	110493742	0
ENSELUG00000020585	110529570	118936415	0
ENSELUG00000020634	110523975	110536777	0
ENSELUG00000005073	110487955	110496574	0
ENSELUG00000023024	110522235	110529617	0
ENSELUG00000023926	110509000	110530057	0
ENSELUG00000006291	110516360	110529251	0
ENSELUG00000013384	110508697	110530353	0
ENSELUG00000006586	110508800	110530224	0
ENSELUG00000005131	110504460	110513618	0
ENSELUG00000021437	110533394	110537814	0
ENSELUG00000021515	100301824	110508881	0
ENSELUG00000010948	110493874	110527643	0
ENSELUG00000020596	100305314	110527733	0
ENSELUG00000006897	110486399	110538388	0
ENSELUG00000000330	110491504	110499126	0
ENSELUG00000009381	110493628	110508721	0
ENSELUG00000002651	110488794	110504995	0
ENSELUG00000016253	110506486	110526364	0
ENSELUG00000002993	110485979	110524081	0
ENSELUG00000024156	110509554	110523337	0
ENSELUG00000007442	110492001	110532671	0
ENSELUG00000005457	110509380	110534149	0
ENSELUG00000014755	110486166	110538088	0
ENSELUG00000011007	110503636	110507517	0
ENSELUG00000009737	110487546	110538310	0
ENSELUG00000018617	110508958	110530088	0
ENSELUG00000003140	110498023	110505428	0
ENSELUG00000012714	110502442	110528425	0
ENSELUG00000019935	110499382	110502703	0
ENSELUG00000016502	110497343	110534560	1
ENSELUG00000011032	110503632	110507513	0
ENSELUG00000009790	110521587	110524458	0
ENSELUG00000016123	110491121	110532014	0
ENSELUG00000010499	110498785	110503010	0
ENSELUG00000012518	110487724	110515183	0
ENSELUG00000018425	110502329	110527002	0
ENSELUG00000014667	110508696	110536756	0
ENSELUG00000015946	110522000	110529362	0
ENSELUG00000011971	110503174	110507975	0
ENSELUG00000013434	110533562	110537564	0
ENSELUG00000022440	110488881	110505078	0
ENSELUG00000022189	110489295	110496179	0
ENSELUG00000011666	110491913	110532744	0
ENSELUG00000000679	110499204	110503141	0
ENSELUG00000019318	110492179	110532429	0
ENSELUG00000008776	110495741	110528887	0
ENSELUG00000015299	110494332	110528103	0
ENSELUG00000022228	110488051	110496670	0
ENSELUG00000020252	110501482	110520083	0
ENSELUG00000020452	110510160	110537869	0
ENSELUG00000000928	110523746	110537192	0
ENSELUG00000017756	110501375	110520594	0
ENSELUG00000020525	110525584	110535947	0
ENSELUG00000013852	110486145	110538069	0
ENSELUG00000013087	110491298	110499559	0
ENSELUG00000022475	110495454	110495471	1
ENSELUG00000002557	110509566	110523350	0
ENSELUG00000024352	110494124	110528303	0
ENSELUG00000003000	110490443	110500036	0
ENSELUG00000001959	110490519	110499940	0
ENSELUG00000019609	100499174	100499175	0
ENSELUG00000022641	110488054	110496879	0
ENSELUG00000014991	110502402	110527905	0
ENSELUG00000005665	110492059	110532614	0
ENSELUG00000019776	110490321	110500170	0
ENSELUG00000009180	110487764	110504688	0
