"gene","esoxID","Tau","tau_range","tau_mean","tau_med"
"110538020","ENSELUG00000010599",0.562594863479647,0.357930117670375,0.38362980464446,0.38362980464446
"110486128","ENSELUG00000010599",0.204664745809272,0.357930117670375,0.38362980464446,0.38362980464446
"110538022","ENSELUG00000010546",0.760974961441809,0.236204592873861,0.879077257878739,0.879077257878739
"110486130","ENSELUG00000010546",0.99717955431567,0.236204592873861,0.879077257878739,0.879077257878739
"100136220","ENSELUG00000012482",0.854670990007756,0.120579911958204,0.914960945986858,0.914960945986858
"110486134","ENSELUG00000012482",0.97525090196596,0.120579911958204,0.914960945986858,0.914960945986858
"110538070","ENSELUG00000013907",0.39192783913111,0.162324149877277,0.310765764192471,0.310765764192471
"110486146","ENSELUG00000013907",0.229603689253833,0.162324149877277,0.310765764192471,0.310765764192471
"110538077","ENSELUG00000014127",0.901155898243286,0.0911898140368136,0.946750805261692,0.946750805261692
"100499617","ENSELUG00000014127",0.992345712280099,0.0911898140368136,0.946750805261692,0.946750805261692
"110538080","ENSELUG00000014339",0.400977929775344,0.0641773965253622,0.433066628038025,0.433066628038025
"110486156","ENSELUG00000014339",0.465155326300706,0.0641773965253622,0.433066628038025,0.433066628038025
"110538085","ENSELUG00000014706",0.361093976728839,0.2527668498549,0.487477401656289,0.487477401656289
"110486164","ENSELUG00000014706",0.613860826583739,0.2527668498549,0.487477401656289,0.487477401656289
"110538088","ENSELUG00000014755",0.546048541523719,0.0991597735686369,0.496468654739401,0.496468654739401
"110486166","ENSELUG00000014755",0.446888767955082,0.0991597735686369,0.496468654739401,0.496468654739401
"110538092","ENSELUG00000014720",0.84128350211267,0.0576483627438932,0.812459320740724,0.812459320740724
"110486169","ENSELUG00000014720",0.783635139368777,0.0576483627438932,0.812459320740724,0.812459320740724
"110538097","ENSELUG00000014819",0.87595015715173,0.0540452138339778,0.848927550234742,0.848927550234742
"110486173","ENSELUG00000014819",0.821904943317753,0.0540452138339778,0.848927550234742,0.848927550234742
"110538114","ENSELUG00000015433",0.441748723227321,0.0287033275654369,0.427397059444602,0.427397059444602
"110486190","ENSELUG00000015433",0.413045395661884,0.0287033275654369,0.427397059444602,0.427397059444602
"110538115","ENSELUG00000015441",0.449764393589331,0.229262291787153,0.335133247695755,0.335133247695755
"110486193","ENSELUG00000015441",0.220502101802178,0.229262291787153,0.335133247695755,0.335133247695755
"110486194","ENSELUG00000015603",0.18122239498393,0.0992219830083843,0.230833386488122,0.230833386488122
"110538119","ENSELUG00000015603",0.280444377992314,0.0992219830083843,0.230833386488122,0.230833386488122
"110538120","ENSELUG00000015649",0.250733872894203,0.135801862581371,0.182832941603517,0.182832941603517
"100305319","ENSELUG00000015649",0.114932010312832,0.135801862581371,0.182832941603517,0.182832941603517
"110538124","ENSELUG00000015724",0.0991144213589635,0.0118605593640641,0.105044701040996,0.105044701040996
"110486196","ENSELUG00000015724",0.110974980723028,0.0118605593640641,0.105044701040996,0.105044701040996
"110538129","ENSELUG00000016081",0.916676932941739,0.0279646098218738,0.930659237852675,0.930659237852675
"110486202","ENSELUG00000016081",0.944641542763612,0.0279646098218738,0.930659237852675,0.930659237852675
"110538134","ENSELUG00000016202",0.605090620499825,0.122392056228229,0.543894592385711,0.543894592385711
"110486207","ENSELUG00000016202",0.482698564271596,0.122392056228229,0.543894592385711,0.543894592385711
"110486209","ENSELUG00000016381",0.236536449357763,0.234268865931083,0.353670882323305,0.353670882323305
"110538135","ENSELUG00000016381",0.470805315288846,0.234268865931083,0.353670882323305,0.353670882323305
"110538138","ENSELUG00000016507",0.219769991725198,0.0161376553340167,0.211701164058189,0.211701164058189
"110486212","ENSELUG00000016507",0.203632336391181,0.0161376553340167,0.211701164058189,0.211701164058189
"110538140","ENSELUG00000016611",0.2047489664563,0.133596818224634,0.137950557343983,0.137950557343983
"110486213","ENSELUG00000016611",0.0711521482316665,0.133596818224634,0.137950557343983,0.137950557343983
"110486219","ENSELUG00000017052",0.0254194078897695,0.0412035631006182,0.0460211894400785,0.0460211894400785
"110538147","ENSELUG00000017052",0.0666229709903876,0.0412035631006182,0.0460211894400785,0.0460211894400785
"110486223","ENSELUG00000017233",0.18757587290967,0.139403928897713,0.257277837358526,0.257277837358526
"110538153","ENSELUG00000017233",0.326979801807383,0.139403928897713,0.257277837358526,0.257277837358526
"110538154","ENSELUG00000017268",0.0700579711532502,0.200057109074512,0.170086525690506,0.170086525690506
"110486224","ENSELUG00000017268",0.270115080227762,0.200057109074512,0.170086525690506,0.170086525690506
"110486225","ENSELUG00000017285",0.38013791064102,0.0196172461359665,0.370329287573036,0.370329287573036
"110538155","ENSELUG00000017285",0.360520664505053,0.0196172461359665,0.370329287573036,0.370329287573036
"110538158","ENSELUG00000017520",0.551510304781127,0.190335678803309,0.456342465379472,0.456342465379472
"110485159","ENSELUG00000017520",0.361174625977817,0.190335678803309,0.456342465379472,0.456342465379472
"110486234","ENSELUG00000017776",1,0.243074587936853,0.878462706031573,0.878462706031573
"110538164","ENSELUG00000017776",0.756925412063147,0.243074587936853,0.878462706031573,0.878462706031573
"110538165","ENSELUG00000017785",0.726034158411459,0.187595676343311,0.819831996583114,0.819831996583114
"110486235","ENSELUG00000017785",0.91362983475477,0.187595676343311,0.819831996583114,0.819831996583114
"110538166","ENSELUG00000017838",0.0859305881202172,0.204070540866943,0.187965858553689,0.187965858553689
"110486236","ENSELUG00000017838",0.290001128987161,0.204070540866943,0.187965858553689,0.187965858553689
"110486237","ENSELUG00000017909",0.641476919944231,0.282110638211164,0.500421600838649,0.500421600838649
"110538167","ENSELUG00000017909",0.359366281733067,0.282110638211164,0.500421600838649,0.500421600838649
"110486238","ENSELUG00000017925",0.993195540578435,0.00680445942156516,0.996597770289217,0.996597770289217
"118938276","ENSELUG00000017925",1,0.00680445942156516,0.996597770289217,0.996597770289217
"110538169","ENSELUG00000017932",0.109976600111553,0.0419498963663267,0.130951548294717,0.130951548294717
"110486239","ENSELUG00000017932",0.15192649647788,0.0419498963663267,0.130951548294717,0.130951548294717
"110538170","ENSELUG00000017967",0.243569557746579,0.00428039141881359,0.241429362037172,0.241429362037172
"110486240","ENSELUG00000017967",0.239289166327766,0.00428039141881359,0.241429362037172,0.241429362037172
"110538173","ENSELUG00000018025",0.952999592370527,0.0470004076294734,0.976499796185263,0.976499796185263
"110486241","ENSELUG00000018025",1,0.0470004076294734,0.976499796185263,0.976499796185263
"110538175","ENSELUG00000018077",1,0.00800079153575539,0.995999604232122,0.995999604232122
"110486244","ENSELUG00000018077",0.991999208464245,0.00800079153575539,0.995999604232122,0.995999604232122
"110538182","ENSELUG00000018311",0.322048569494619,0.116432511186567,0.263832313901335,0.263832313901335
"110486251","ENSELUG00000018311",0.205616058308051,0.116432511186567,0.263832313901335,0.263832313901335
"110538179","ENSELUG00000000754",0.692651609384878,0.171290866539182,0.607006176115287,0.607006176115287
"110486249","ENSELUG00000000754",0.521360742845695,0.171290866539182,0.607006176115287,0.607006176115287
"110538180","ENSELUG00000018295",0.293920662119723,0.05479850085157,0.266521411693938,0.266521411693938
"110486250","ENSELUG00000018295",0.239122161268153,0.05479850085157,0.266521411693938,0.266521411693938
"110486253","ENSELUG00000018344",0.102330052918032,0.0394672221847527,0.122063664010409,0.122063664010409
"110538184","ENSELUG00000018344",0.141797275102785,0.0394672221847527,0.122063664010409,0.122063664010409
"110485161","ENSELUG00000018401",0.711296691775875,0.0729971641523717,0.74779527385206,0.74779527385206
"110538186","ENSELUG00000018401",0.784293855928246,0.0729971641523717,0.74779527385206,0.74779527385206
"110538187","ENSELUG00000018495",0.0542596760756279,0.165968893458216,0.137244122804736,0.137244122804736
"110486259","ENSELUG00000018495",0.220228569533844,0.165968893458216,0.137244122804736,0.137244122804736
"110538190","ENSELUG00000018543",0.549033925895202,0.369083425585722,0.733575638688063,0.733575638688063
"110485164","ENSELUG00000018543",0.918117351480924,0.369083425585722,0.733575638688063,0.733575638688063
"110539167","ENSELUG00000018556",1,0.19422415321946,0.90288792339027,0.90288792339027
"110486261","ENSELUG00000018556",0.80577584678054,0.19422415321946,0.90288792339027,0.90288792339027
"110486262","ENSELUG00000018604",0.586531792604427,0.176526730998144,0.674795158103499,0.674795158103499
"110538191","ENSELUG00000018604",0.763058523602571,0.176526730998144,0.674795158103499,0.674795158103499
"100135887","ENSELUG00000018733",0.499028513202011,0.0128858524287977,0.492585586987612,0.492585586987612
"110538192","ENSELUG00000018733",0.486142660773213,0.0128858524287977,0.492585586987612,0.492585586987612
"110486264","ENSELUG00000018963",0.523487995473186,0.0423663303652192,0.502304830290576,0.502304830290576
"110538197","ENSELUG00000018963",0.481121665107967,0.0423663303652192,0.502304830290576,0.502304830290576
"110538198","ENSELUG00000018982",0.509250471878902,0.0361881831472819,0.491156380305261,0.491156380305261
"110486265","ENSELUG00000018982",0.47306228873162,0.0361881831472819,0.491156380305261,0.491156380305261
"110538199","ENSELUG00000000805",0.977471601176782,0.022528398823218,0.988735800588391,0.988735800588391
"110487538","ENSELUG00000000805",1,0.022528398823218,0.988735800588391,0.988735800588391
"110486266","ENSELUG00000018999",0.850077818415974,0.294375006633616,0.702890315099166,0.702890315099166
"110538200","ENSELUG00000018999",0.555702811782358,0.294375006633616,0.702890315099166,0.702890315099166
"110485166","ENSELUG00000019141",0.492430032490416,0.0117395202954618,0.486560272342685,0.486560272342685
"110538204","ENSELUG00000019141",0.480690512194954,0.0117395202954618,0.486560272342685,0.486560272342685
"110486270","ENSELUG00000019167",0.273719541065263,0.0485973331912706,0.249420874469627,0.249420874469627
"110538206","ENSELUG00000019167",0.225122207873992,0.0485973331912706,0.249420874469627,0.249420874469627
"110486271","ENSELUG00000019221",0.930950517415876,0.0594584732147914,0.960679754023271,0.960679754023271
"110538207","ENSELUG00000019221",0.990408990630667,0.0594584732147914,0.960679754023271,0.960679754023271
"110486272","ENSELUG00000019230",0.956168265524941,0.103832092434327,0.904252219307778,0.904252219307778
"110538209","ENSELUG00000019230",0.852336173090614,0.103832092434327,0.904252219307778,0.904252219307778
"110538957","ENSELUG00000000839",0.967353589430695,0.0195359387078243,0.977121558784607,0.977121558784607
"110485169","ENSELUG00000000839",0.98688952813852,0.0195359387078243,0.977121558784607,0.977121558784607
"110486283","ENSELUG00000019597",0.149489703996039,0.0233061083820984,0.161142758187088,0.161142758187088
"110538215","ENSELUG00000019597",0.172795812378137,0.0233061083820984,0.161142758187088,0.161142758187088
"110538217","ENSELUG00000019653",0.426672198443758,0.094017052324168,0.473680724605842,0.473680724605842
"110486286","ENSELUG00000019653",0.520689250767926,0.094017052324168,0.473680724605842,0.473680724605842
"110486285","ENSELUG00000019689",0.349244976886357,0.174456416889012,0.262016768441851,0.262016768441851
"110538216","ENSELUG00000019689",0.174788559997346,0.174456416889012,0.262016768441851,0.262016768441851
"110486282","ENSELUG00000019721",0.615635548708187,0.0310405622070604,0.631155829811717,0.631155829811717
"110538218","ENSELUG00000019721",0.646676110915247,0.0310405622070604,0.631155829811717,0.631155829811717
"110486288","ENSELUG00000019848",0.0916077074581065,0.0234457477166799,0.0798848335997665,0.0798848335997665
"110538221","ENSELUG00000019848",0.0681619597414266,0.0234457477166799,0.0798848335997665,0.0798848335997665
"110486291","ENSELUG00000019895",0.313698426584387,0.0285892652136873,0.299403793977543,0.299403793977543
"110538226","ENSELUG00000019895",0.285109161370699,0.0285892652136873,0.299403793977543,0.299403793977543
"110486290","ENSELUG00000019920",0.492784432394524,0.0342445722546156,0.475662146267216,0.475662146267216
"110538223","ENSELUG00000019920",0.458539860139909,0.0342445722546156,0.475662146267216,0.475662146267216
"110486292","ENSELUG00000020021",0.331470992155233,0.0387087356816218,0.312116624314422,0.312116624314422
"110538227","ENSELUG00000020021",0.292762256473611,0.0387087356816218,0.312116624314422,0.312116624314422
"110538231","ENSELUG00000020099",0.328354678948648,0.111749878588712,0.272479739654292,0.272479739654292
"110486296","ENSELUG00000020099",0.216604800359936,0.111749878588712,0.272479739654292,0.272479739654292
"110538232","ENSELUG00000020113",0.417069991653921,0.167300482033958,0.333419750636942,0.333419750636942
"110486297","ENSELUG00000020113",0.249769509619963,0.167300482033958,0.333419750636942,0.333419750636942
"110538233","ENSELUG00000020183",0.286976650581821,0.0569839968680704,0.258484652147786,0.258484652147786
"110486298","ENSELUG00000020183",0.229992653713751,0.0569839968680704,0.258484652147786,0.258484652147786
"110538235","ENSELUG00000020224",0.972445108448979,0.0275548915510211,0.98622255422449,0.98622255422449
"110486300","ENSELUG00000020224",1,0.0275548915510211,0.98622255422449,0.98622255422449
"110538236","ENSELUG00000020234",0.11151698494261,0.0930517409167017,0.158042855400961,0.158042855400961
"110486302","ENSELUG00000020234",0.204568725859311,0.0930517409167017,0.158042855400961,0.158042855400961
"110486303","ENSELUG00000020262",0.589964287981421,0.109993390568194,0.534967592697324,0.534967592697324
"110538237","ENSELUG00000020262",0.479970897413227,0.109993390568194,0.534967592697324,0.534967592697324
"110486305","ENSELUG00000020382",0.301277873696356,0.0579178544056232,0.272318946493544,0.272318946493544
"110538240","ENSELUG00000020382",0.243360019290732,0.0579178544056232,0.272318946493544,0.272318946493544
"110486307","ENSELUG00000020472",0.78661416232968,0.21338583767032,0.89330708116484,0.89330708116484
"110538244","ENSELUG00000020472",1,0.21338583767032,0.89330708116484,0.89330708116484
"110486308","ENSELUG00000000896",0.164595456801641,0.037023742402582,0.14608358560035,0.14608358560035
"110538245","ENSELUG00000000896",0.127571714399059,0.037023742402582,0.14608358560035,0.14608358560035
"110486310","ENSELUG00000020524",0.281970273786287,0.0701532760392558,0.246893635766659,0.246893635766659
"110538248","ENSELUG00000020524",0.211816997747031,0.0701532760392558,0.246893635766659,0.246893635766659
"110538252","ENSELUG00000020557",0.519856419811552,0.468208213059888,0.753960526341496,0.753960526341496
"110486311","ENSELUG00000020557",0.98806463287144,0.468208213059888,0.753960526341496,0.753960526341496
"110538251","ENSELUG00000020603",0.124717084528985,0.0373348564480773,0.143384512753024,0.143384512753024
"110486312","ENSELUG00000020603",0.162051940977063,0.0373348564480773,0.143384512753024,0.143384512753024
"110486313","ENSELUG00000020623",0.360458576393828,0.0640534244816969,0.392485288634676,0.392485288634676
"110538254","ENSELUG00000020623",0.424512000875525,0.0640534244816969,0.392485288634676,0.392485288634676
"110538259","ENSELUG00000020700",0.181390858888016,0.0561713824521779,0.209476550114105,0.209476550114105
"110486317","ENSELUG00000020700",0.237562241340194,0.0561713824521779,0.209476550114105,0.209476550114105
"110486316","ENSELUG00000020751",0.542944685103108,0.119475085257236,0.48320714247449,0.48320714247449
"110538257","ENSELUG00000020751",0.423469599845872,0.119475085257236,0.48320714247449,0.48320714247449
"110486319","ENSELUG00000020864",0.252227918295266,0.133115364917362,0.185670235836585,0.185670235836585
"110538262","ENSELUG00000020864",0.119112553377904,0.133115364917362,0.185670235836585,0.185670235836585
"110538261","ENSELUG00000020887",0.260649921716526,0.092042504654333,0.306671174043692,0.306671174043692
"110486318","ENSELUG00000020887",0.352692426370859,0.092042504654333,0.306671174043692,0.306671174043692
"110538264","ENSELUG00000020900",0.965981736298089,0.00683383682663119,0.969398654711405,0.969398654711405
"110486320","ENSELUG00000020900",0.97281557312472,0.00683383682663119,0.969398654711405,0.969398654711405
"110486321","ENSELUG00000020915",1,0,1,1
"110538265","ENSELUG00000020915",1,0,1,1
"110538266","ENSELUG00000021003",0.365046458342311,0.0190216091150558,0.355535653784783,0.355535653784783
"110486323","ENSELUG00000021003",0.346024849227255,0.0190216091150558,0.355535653784783,0.355535653784783
"110538267","ENSELUG00000021045",0.83416632171772,0.114619994258726,0.776856324588357,0.776856324588357
"110486324","ENSELUG00000021045",0.719546327458994,0.114619994258726,0.776856324588357,0.776856324588357
"110538276","ENSELUG00000021252",1,0,1,1
"110486332","ENSELUG00000021252",1,0,1,1
"110485171","ENSELUG00000021344",0.465866659940321,0.0767612148298005,0.42748605252542,0.42748605252542
"110538277","ENSELUG00000021344",0.38910544511052,0.0767612148298005,0.42748605252542,0.42748605252542
"110538282","ENSELUG00000021492",0.898868874690057,0.0676732951439278,0.865032227118093,0.865032227118093
"110486338","ENSELUG00000021492",0.831195579546129,0.0676732951439278,0.865032227118093,0.865032227118093
"110538463","ENSELUG00000021530",0.277302709931935,0.110099929038713,0.332352674451291,0.332352674451291
"110485173","ENSELUG00000021530",0.387402638970648,0.110099929038713,0.332352674451291,0.332352674451291
"110538461","ENSELUG00000021577",0.160272194566167,0.0128847015633397,0.153829843784497,0.153829843784497
"110486344","ENSELUG00000021577",0.147387493002827,0.0128847015633397,0.153829843784497,0.153829843784497
"110538460","ENSELUG00000021658",0.58824267295273,0.136849100383259,0.5198181227611,0.5198181227611
"110486343","ENSELUG00000021658",0.451393572569471,0.136849100383259,0.5198181227611,0.5198181227611
"110538459","ENSELUG00000021672",0.208092770725635,0.134969784419352,0.275577662935311,0.275577662935311
"110486345","ENSELUG00000021672",0.343062555144988,0.134969784419352,0.275577662935311,0.275577662935311
"110538458","ENSELUG00000021685",0.262643501889736,0.0903168740622758,0.307801938920874,0.307801938920874
"110486339","ENSELUG00000021685",0.352960375952012,0.0903168740622758,0.307801938920874,0.307801938920874
"110499165","ENSELUG00000019053",0.580802093612029,0.108053593219983,0.63482889022202,0.63482889022202
"110502895","ENSELUG00000019053",0.688855686832011,0.108053593219983,0.63482889022202,0.63482889022202
"110486346","ENSELUG00000021693",0.434967992745239,0.253018334323208,0.561477159906843,0.561477159906843
"110538457","ENSELUG00000021693",0.687986327068447,0.253018334323208,0.561477159906843,0.561477159906843
