ENSELUG00000008701	110491501	110499128	0
ENSELUG00000005551	110485794	110493548	1
ENSELUG00000002230	110490481	110499986	1
ENSELUG00000003774	110525933	110536310	0
ENSELUG00000016102	110499244	110502957	0
ENSELUG00000019878	110486662	110538622	1
ENSELUG00000018010	110525634	110536001	0
ENSELUG00000006143	110491441	110499039	0
ENSELUG00000006552	110533731	110537387	0
ENSELUG00000007350	110488088	110496697	1
ENSELUG00000007876	110521557	110524426	0
ENSELUG00000009480	110503671	110507071	0
ENSELUG00000024001	110485678	110487281	1
ENSELUG00000013169	110521531	110524393	0
ENSELUG00000003136	110497052	110497053	1
ENSELUG00000019142	110506999	118964981	1
ENSELUG00000003146	110525353	110535758	0
ENSELUG00000006156	110492890	110521350	0
ENSELUG00000010816	110508744	110530308	0
ENSELUG00000019721	110486282	110538218	1
ENSELUG00000020231	110502279	110526449	0
ENSELUG00000002074	110490903	110535454	0
ENSELUG00000008592	110494034	110528431	0
ENSELUG00000001900	110495544	110527232	1
ENSELUG00000019960	110499381	110502702	0
ENSELUG00000017224	110525662	110536031	0
ENSELUG00000006340	110503826	110507113	0
ENSELUG00000005547	110490368	110500114	1
ENSELUG00000006353	110502140	110505314	0
ENSELUG00000010333	110495805	110524165	0
ENSELUG00000017257	110486074	110493771	0
ENSELUG00000007598	110496049	110514094	0
ENSELUG00000005702	110492825	110521342	0
ENSELUG00000024140	110514102	110516570	1
ENSELUG00000003881	110506139	110517805	1
ENSELUG00000006142	100136621	110527938	0
ENSELUG00000008015	110523967	110536954	0
ENSELUG00000008554	110489944	110535621	0
ENSELUG00000022566	110488874	110505071	0
ENSELUG00000009220	110503239	110507232	0
ENSELUG00000013954	110532996	118943826	1
ENSELUG00000019554	110503981	110507800	0
ENSELUG00000011149	110509742	110522888	0
ENSELUG00000013991	110488554	110504769	0
ENSELUG00000020539	110508906	110530130	0
ENSELUG00000014303	110502413	110528057	0
ENSELUG00000000546	110508670	110530384	0
ENSELUG00000005771	110487637	110496106	0
ENSELUG00000021906	110502566	110524216	0
ENSELUG00000011402	110503619	110507502	0
ENSELUG00000011448	110486028	110493742	0
ENSELUG00000020585	110529570	118936415	0
ENSELUG00000017448	110488098	110496704	0
ENSELUG00000005073	110487955	110496574	0
ENSELUG00000023024	110522235	110529617	0
ENSELUG00000023926	110509000	110530057	0
ENSELUG00000009540	118936793	118936842	1
ENSELUG00000017298	110493408	110493411	1
ENSELUG00000006586	110508800	110530224	0
ENSELUG00000015166	110486033	110493748	0
ENSELUG00000021033	110495943	110527558	1
ENSELUG00000021437	110533394	110537814	0
ENSELUG00000021515	100301824	110508881	0
ENSELUG00000010948	110493874	110527643	0
ENSELUG00000020596	100305314	110527733	0
ENSELUG00000006897	110486399	110538388	1
ENSELUG00000024056	110488108	110496466	0
ENSELUG00000002142	110497028	118941087	1
ENSELUG00000023017	110485623	110487267	1
ENSELUG00000002993	110485979	110524081	0
ENSELUG00000011535	110492318	110532086	0
ENSELUG00000024156	110509554	110523337	0
ENSELUG00000005457	110509380	110534149	0
ENSELUG00000009737	110487546	110538310	1
ENSELUG00000018617	110508958	110530088	0
ENSELUG00000012714	110502442	110528425	0
ENSELUG00000019935	110499382	110502703	0
ENSELUG00000006336	110502503	110529484	0
ENSELUG00000011032	110503632	110507513	0
ENSELUG00000002596	110525963	110536346	0
ENSELUG00000009790	110521587	110524458	0
ENSELUG00000016123	110491121	110532014	0
ENSELUG00000012518	110487724	110515183	0
ENSELUG00000014667	110508696	110536756	1
ENSELUG00000015946	110522000	110529362	0
ENSELUG00000013434	110533562	110537564	0
ENSELUG00000022440	110488881	110505078	0
ENSELUG00000022189	110489295	110496179	0
ENSELUG00000013158	110503576	110507452	0
ENSELUG00000015299	110494332	110528103	0
ENSELUG00000022228	110488051	110496670	0
ENSELUG00000020252	110501482	110520083	0
ENSELUG00000009218	110532707	118939474	0
ENSELUG00000020452	110510160	110537869	0
ENSELUG00000002926	110498032	110505415	0
ENSELUG00000000928	110523746	110537192	0
ENSELUG00000004243	110497702	110505765	0
ENSELUG00000017756	110501375	110520594	0
ENSELUG00000013852	110486145	110538069	0
ENSELUG00000013087	110491298	110499559	0
ENSELUG00000022475	110495454	110495471	1
ENSELUG00000024352	110494124	110528303	0
ENSELUG00000005031	101268964	110530007	0
ENSELUG00000003000	110490443	110500036	1
ENSELUG00000001959	110490519	110499940	1
ENSELUG00000019609	100499174	100499175	0
ENSELUG00000022641	110488054	110496879	0
ENSELUG00000014991	110502402	110527905	0
ENSELUG00000005665	110492059	110532614	0
ENSELUG00000019776	110490321	110500170	0
ENSELUG00000009180	110487764	110504688	0
ENSELUG00000023714	110508839	110530192	0
ENSELUG00000023624	110501329	110521162	1
ENSELUG00000002381	110494099	110528323	0
ENSELUG00000021516	110534852	110537813	0
ENSELUG00000008910	110486492	110513517	0
ENSELUG00000024366	110508540	110530518	0
ENSELUG00000013213	110533908	110537223	0
ENSELUG00000020607	110487257	110494898	1
ENSELUG00000003276	110523863	110537070	0
ENSELUG00000000646	110490063	110507289	0
ENSELUG00000016644	110494299	110528140	0
ENSELUG00000014189	110497371	110534525	1
ENSELUG00000003755	110494050	110528370	0
ENSELUG00000017031	110490265	110500210	0
ENSELUG00000021961	110489951	110535617	0
ENSELUG00000001060	110525558	110535928	0
ENSELUG00000005527	110491060	110532609	0
ENSELUG00000018850	110525611	110535977	0
ENSELUG00000008568	100305334	110499124	0
ENSELUG00000002536	110525965	110536343	0
ENSELUG00000012926	110489641	110535375	0
ENSELUG00000013825	110486144	110538067	0
ENSELUG00000011471	110499545	110502805	0
ENSELUG00000011949	110490738	110500264	0
ENSELUG00000009227	110508771	110530264	0
ENSELUG00000023606	110489299	110496141	0
ENSELUG00000014821	110515898	110534811	1
ENSELUG00000018604	110486262	110538191	1
ENSELUG00000015622	110508236	110530011	0
ENSELUG00000007176	110494987	110528394	0
ENSELUG00000008161	110501792	110520290	0
ENSELUG00000021646	110503923	110507763	0
ENSELUG00000016305	110488619	110504826	0
ENSELUG00000005464	110486791	118936310	1
ENSELUG00000011420	110523532	118945262	0
ENSELUG00000014132	110524026	110533997	0
ENSELUG00000003422	110508520	110530543	0
ENSELUG00000003933	110492094	110532568	0
ENSELUG00000013416	110501952	110510426	0
ENSELUG00000015372	110498429	110498458	1
ENSELUG00000020118	110523707	110537215	0
ENSELUG00000017068	100136654	110494284	0
ENSELUG00000013479	110521523	110524390	0
ENSELUG00000021327	110523742	110537183	0
ENSELUG00000013355	110503569	110507060	0
ENSELUG00000018277	110510023	110534028	0
ENSELUG00000014972	110498437	110498439	1
ENSELUG00000007635	110502121	110505387	0
ENSELUG00000005482	110485789	110493541	0
ENSELUG00000016764	110502354	110527319	0
ENSELUG00000006675	110498323	110498423	1
ENSELUG00000009835	110499442	110502775	0
ENSELUG00000014139	110494361	110528074	0
ENSELUG00000010299	110521595	110524466	0
ENSELUG00000005558	110486798	118938327	1
ENSELUG00000016975	110499227	110503025	0
ENSELUG00000014559	110500826	110532908	0
ENSELUG00000020297	110525585	110535948	0
ENSELUG00000015517	110509964	110533975	0
ENSELUG00000016195	110488990	110505194	0
ENSELUG00000022209	110490105	110519325	0
